map_name,Controller,Duelist,Initiator,Sentinel,won
Sunset,1,1,2,1,1
Haven,2,1,1,1,1
Lotus,2,1,1,1,1
Sunset,1,1,2,1,0
Haven,1,2,1,1,0
Lotus,2,2,1,0,0
Sunset,1,2,1,1,1
Haven,1,2,1,1,1
Lotus,1,2,1,1,0
Sunset,1,2,1,1,0
Haven,1,2,1,1,0
Lotus,2,1,1,1,1
Sunset,1,1,2,1,1
Ascent,1,1,2,1,1
Corrode,2,1,1,1,1
Ascent,1,1,1,2,0
Corrode,2,1,1,1,0
Haven,1,2,1,1,0
Lotus,2,1,2,0,0
Sunset,1,1,2,1,1
Haven,2,1,1,1,1
Lotus,2,1,1,1,1
Sunset,1,1,2,1,0
Ascent,1,1,1,2,0
Lotus,2,1,1,1,0
Ascent,1,1,1,2,1
Lotus,2,1,2,0,1
Icebox,2,1,1,1,0
Sunset,1,1,2,1,0
Icebox,2,1,1,1,1
Sunset,2,1,1,1,1
Corrode,1,1,2,1,0
Icebox,2,1,1,1,0
Sunset,2,1,1,1,1
Corrode,1,1,2,1,1
Icebox,1,1,1,2,1
Sunset,1,1,2,1,0
Bind,2,1,1,1,1
Sunset,1,1,2,1,1
Bind,2,1,2,0,0
Sunset,1,1,2,1,0
Bind,2,1,2,0,0
Lotus,1,2,1,1,1
Sunset,1,1,2,1,1
Bind,2,1,2,0,1
Lotus,2,1,2,0,0
Sunset,1,1,2,1,0
Bind,2,1,2,0,0
Icebox,2,0,1,2,1
Lotus,2,1,1,1,0
Bind,2,1,2,0,1
Icebox,1,1,2,1,0
Lotus,1,2,1,1,1
Haven,1,1,2,1,0
Icebox,2,1,1,1,1
Sunset,2,1,1,1,0
Haven,1,2,1,1,1
Icebox,2,0,2,1,0
Sunset,1,1,2,1,1
Bind,2,1,2,0,1
Icebox,1,1,1,2,1
Lotus,2,1,1,1,0
Bind,1,1,1,2,0
Icebox,2,0,2,1,0
Lotus,1,2,1,1,1
Icebox,2,1,1,1,0
Lotus,1,1,1,2,0
Sunset,2,1,1,1,1
Icebox,2,0,2,1,1
Lotus,1,2,1,1,1
Sunset,1,2,1,1,0
Corrode,2,1,2,0,0
Icebox,2,1,1,1,0
Lotus,1,1,1,2,1
Corrode,1,1,2,1,1
Icebox,1,1,2,1,1
Lotus,2,1,1,1,0
Corrode,1,1,2,1,0
Sunset,1,1,2,1,0
Corrode,2,1,2,0,1
Sunset,1,2,1,1,1
Ascent,1,1,2,1,1
Bind,2,1,2,0,0
Corrode,2,1,1,1,0
Ascent,1,2,1,1,0
Bind,2,1,2,0,1
Corrode,2,2,1,0,1
Haven,1,1,2,1,0
Lotus,1,2,1,1,0
Haven,1,2,1,1,1
Lotus,2,1,1,1,1
Ascent,1,1,1,2,1
Haven,1,2,1,1,1
Ascent,1,1,2,1,0
Haven,1,2,1,1,0
Bind,2,1,2,0,1
Haven,1,1,2,1,1
Sunset,1,1,2,1,0
Bind,2,1,1,1,0
Haven,1,1,2,1,0
Sunset,1,1,2,1,1
Lotus,1,1,1,2,1
Sunset,2,1,1,1,1
Lotus,2,1,2,0,0
Sunset,2,1,1,1,0
Ascent,1,2,1,1,0
Corrode,1,2,1,1,1
Lotus,1,1,1,2,0
Ascent,1,1,2,1,1
Corrode,2,1,2,0,0
Lotus,1,2,1,1,1
Haven,1,2,1,1,1
Lotus,1,2,1,1,0
Sunset,1,2,1,1,1
Haven,2,1,1,1,0
Lotus,2,1,2,0,1
Sunset,1,1,2,1,0
Ascent,1,1,1,2,0
Bind,2,1,2,0,1
Icebox,1,1,1,2,1
Ascent,1,1,2,1,1
Bind,2,1,2,0,0
Icebox,1,1,1,2,0
Ascent,1,2,1,1,1
Haven,1,2,1,1,1
Ascent,1,1,2,1,0
Haven,1,2,1,1,0
Bind,2,1,2,0,0
Haven,1,1,2,1,0
Bind,2,1,2,0,1
Haven,1,2,1,1,1
Ascent,1,2,1,1,0
Haven,1,2,1,1,0
Lotus,1,2,1,1,1
Ascent,1,1,1,2,1
Haven,1,2,1,1,1
Lotus,2,1,2,0,0
Ascent,1,1,2,1,1
Corrode,1,1,2,1,0
Haven,1,1,2,1,1
Ascent,1,1,2,1,0
Corrode,2,1,1,1,1
Haven,2,1,1,1,0
Corrode,1,2,1,1,0
Sunset,1,2,1,1,0
Corrode,2,1,2,0,1
Sunset,1,1,2,1,1
Bind,2,1,2,0,1
Icebox,2,1,1,1,1
Lotus,1,1,1,2,0
Bind,2,1,2,0,0
Icebox,2,1,1,1,0
Lotus,2,1,1,1,1
Ascent,1,1,1,2,0
Bind,2,1,2,0,0
Ascent,1,1,2,1,1
Bind,2,1,2,0,1
Ascent,1,1,1,2,0
Corrode,2,1,2,0,1
Icebox,1,1,1,2,0
Ascent,1,1,2,1,1
Corrode,2,1,2,0,0
Icebox,1,1,1,2,1
Bind,2,1,2,0,0
Lotus,1,2,1,1,0
Bind,2,1,2,0,1
Lotus,2,1,1,1,1
Ascent,1,1,2,1,0
Haven,1,1,2,1,0
Ascent,1,2,1,1,1
Haven,1,2,1,1,1
Ascent,1,1,2,1,0
Corrode,2,1,1,1,0
Lotus,2,1,2,0,1
Ascent,1,1,2,1,1
Corrode,1,1,2,1,1
Lotus,2,1,1,1,0
Ascent,1,1,1,2,1
Sunset,2,1,1,1,1
Ascent,1,1,2,1,0
Sunset,1,1,2,1,0
Bind,1,1,1,2,1
Lotus,1,2,1,1,0
Sunset,1,2,1,1,1
Bind,2,1,2,0,0
Lotus,1,2,1,1,1
Sunset,1,2,1,1,0
Corrode,2,1,1,1,1
Lotus,1,2,1,1,1
Corrode,2,2,1,0,0
Lotus,1,2,1,1,0
Icebox,2,1,1,1,0
Lotus,2,2,1,0,0
Icebox,2,1,1,1,1
Lotus,2,1,1,1,1
Bind,1,2,1,1,0
Lotus,1,2,1,1,1
Sunset,1,2,1,1,1
Bind,2,1,2,0,1
Lotus,1,0,1,3,0
Sunset,2,1,1,1,0
Bind,2,1,2,0,1
Icebox,2,1,1,1,0
Lotus,2,1,1,1,1
Bind,2,2,1,0,0
Icebox,2,1,1,1,1
Lotus,2,1,1,1,0
Haven,1,2,1,1,1
Lotus,1,2,1,1,0
Sunset,1,2,1,1,1
Haven,1,1,2,1,0
Lotus,2,1,1,1,1
Sunset,1,1,2,1,0
Corrode,2,1,1,1,0
Haven,1,2,1,1,0
Lotus,1,2,1,1,0
Sunset,1,2,1,1,1
Corrode,2,1,1,1,1
Haven,1,1,2,1,1
Lotus,2,1,1,1,1
Sunset,1,1,2,1,0
Ascent,1,1,2,1,1
Lotus,1,2,1,1,0
Sunset,1,1,2,1,1
Ascent,1,1,1,2,0
Lotus,2,1,1,1,1
Sunset,1,1,1,2,0
Haven,2,1,1,1,0
Icebox,2,1,1,1,1
Sunset,2,1,1,1,1
Haven,2,1,1,1,1
Icebox,2,1,1,1,0
Sunset,1,2,1,1,0
Ascent,1,1,2,1,1
Haven,1,2,1,1,1
Ascent,1,1,2,1,0
Haven,1,2,1,1,0
Ascent,1,1,1,2,0
Icebox,2,1,1,1,1
Lotus,2,2,1,0,0
Ascent,1,1,1,2,1
Icebox,1,1,1,2,0
Lotus,1,0,1,3,1
Corrode,2,2,1,0,1
Lotus,1,2,1,1,1
Corrode,2,1,1,1,0
Lotus,1,0,1,3,0
Ascent,1,1,2,1,0
Bind,2,2,1,0,1
Haven,1,2,1,1,0
Lotus,1,2,1,1,0
Ascent,1,1,2,1,1
Bind,2,1,2,0,0
Haven,1,1,2,1,1
Lotus,2,1,1,1,1
Corrode,2,1,1,1,0
Lotus,2,1,2,0,0
Corrode,1,1,1,2,1
Lotus,1,2,1,1,1
Bind,1,2,1,1,0
Haven,1,2,1,1,1
Sunset,1,1,2,1,0
Bind,2,1,2,0,1
Haven,1,2,1,1,0
Sunset,1,2,1,1,1
Bind,2,1,1,1,1
Haven,2,1,1,1,0
Lotus,2,1,1,1,0
Bind,1,1,2,1,0
Haven,1,1,1,2,1
Lotus,1,2,1,1,1
Bind,2,2,1,0,1
Sunset,2,1,1,1,1
Bind,2,1,2,0,0
Sunset,1,2,1,1,0
Ascent,1,1,2,1,0
Lotus,2,2,1,0,0
Ascent,2,1,1,1,1
Lotus,2,1,1,1,1
Corrode,2,1,1,1,0
Haven,2,1,1,1,1
Sunset,2,1,1,1,0
Corrode,2,2,1,0,1
Haven,1,2,1,1,0
Sunset,1,1,2,1,1
Ascent,2,1,1,1,0
Lotus,2,1,1,1,0
Ascent,1,1,1,2,1
Lotus,1,2,1,1,1
Corrode,2,1,1,1,0
Icebox,1,1,1,2,0
Corrode,2,2,1,0,1
Icebox,1,1,1,2,1
Bind,2,2,1,0,1
Haven,1,2,1,1,1
Bind,1,1,2,1,0
Haven,1,1,1,2,0
Ascent,1,1,2,1,1
Haven,1,2,1,1,1
Sunset,1,1,2,1,0
Ascent,1,1,1,2,0
Haven,1,2,1,1,0
Sunset,1,2,1,1,1
Bind,2,2,1,0,0
Corrode,2,2,1,0,1
Haven,1,2,1,1,0
Icebox,1,1,1,2,1
Sunset,1,1,2,1,1
Bind,2,2,1,0,1
Corrode,1,1,1,2,0
Haven,1,1,1,2,1
Icebox,1,1,1,2,0
Sunset,2,1,1,1,0
Ascent,1,1,1,2,1
Bind,2,2,1,0,1
Haven,1,2,1,1,1
Lotus,1,2,1,1,0
Ascent,1,1,2,1,0
Bind,2,1,2,0,0
Haven,1,2,1,1,0
Lotus,2,2,1,0,1
Corrode,2,1,1,1,1
Haven,2,1,1,1,0
Lotus,2,1,1,1,1
Corrode,2,1,1,1,0
Haven,1,2,1,1,1
Lotus,2,1,1,1,0
Haven,1,2,1,1,0
Sunset,1,2,1,1,0
Haven,2,1,1,1,1
Sunset,1,1,1,2,1
Haven,1,2,1,1,1
Lotus,2,1,1,1,1
Sunset,1,1,2,1,0
Haven,1,2,1,1,0
Lotus,2,2,1,0,0
Sunset,1,2,1,1,1
Bind,2,2,1,0,1
Corrode,1,1,2,1,1
Bind,2,1,2,0,0
Corrode,2,1,1,1,0
Corrode,2,1,1,1,0
Icebox,1,2,1,1,1
Lotus,2,1,1,1,0
Corrode,2,1,1,1,1
Icebox,1,1,1,2,0
Lotus,2,1,1,1,1
Bind,1,1,2,1,1
Corrode,2,1,1,1,0
Sunset,1,1,1,2,1
Bind,2,1,2,0,0
Corrode,2,1,2,0,1
Sunset,1,1,2,1,0
Ascent,1,1,1,2,0
Icebox,2,1,1,1,0
Ascent,1,1,2,1,1
Icebox,2,1,1,1,1
Haven,1,2,1,1,0
Icebox,1,1,1,2,0
Haven,2,1,1,1,1
Icebox,1,2,1,1,1
Bind,1,1,2,1,1
Sunset,1,1,1,2,1
Bind,2,2,1,0,0
Sunset,1,1,2,1,0
Corrode,2,1,1,1,0
Haven,2,1,1,1,1
Lotus,2,1,1,1,0
Corrode,2,1,2,0,1
Haven,2,1,1,1,0
Lotus,2,1,1,1,1
Corrode,2,1,2,0,1
Icebox,2,1,1,1,1
Lotus,2,1,1,1,1
Sunset,1,1,2,1,0
Corrode,2,1,1,1,0
Icebox,1,1,1,2,0
Lotus,2,1,1,1,0
Sunset,1,1,2,1,1
Ascent,1,1,1,2,1
Bind,1,1,2,1,1
Lotus,2,1,2,0,1
Ascent,1,1,2,1,0
Bind,2,1,2,0,0
Lotus,2,1,1,1,0
Ascent,1,1,3,0,1
Corrode,2,1,2,0,0
Haven,1,1,2,1,1
Ascent,1,1,1,2,0
Corrode,2,1,1,1,1
Haven,2,1,1,1,0
Ascent,1,1,2,1,1
Bind,2,1,2,0,0
Haven,1,1,2,1,1
Ascent,1,1,2,1,0
Bind,2,1,2,0,1
Haven,2,1,1,1,0
Bind,2,1,2,0,1
Corrode,2,1,1,1,1
Haven,2,1,1,1,0
Bind,1,1,1,2,0
Corrode,2,0,3,0,0
Haven,1,2,1,1,1
Bind,2,1,2,0,1
Haven,2,1,1,1,1
Bind,2,1,1,1,0
Haven,1,2,1,1,0
Ascent,1,1,3,0,1
Icebox,2,1,1,1,1
Ascent,1,2,1,1,0
Icebox,1,2,1,1,0
Ascent,1,1,2,1,0
Corrode,1,1,2,1,1
Sunset,1,1,2,1,0
Ascent,1,1,2,1,1
Corrode,2,1,1,1,0
Sunset,1,2,1,1,1
Lotus,2,1,1,1,0
Sunset,1,2,1,1,0
Lotus,2,1,1,1,1
Sunset,1,1,2,1,1
Haven,2,1,1,1,1
Icebox,1,1,1,2,1
Haven,1,2,1,1,0
Icebox,1,2,1,1,0
Ascent,1,1,3,0,0
Bind,2,2,1,0,0
Sunset,2,1,1,1,1
Ascent,1,1,2,1,1
Bind,2,1,2,0,1
Sunset,1,2,1,1,0
Haven,1,1,2,1,1
Icebox,1,1,2,1,0
Sunset,1,1,2,1,1
Haven,2,1,1,1,0
Icebox,1,1,1,2,1
Sunset,1,1,2,1,0
Ascent,1,1,3,0,0
Bind,2,2,1,0,0
Sunset,2,1,1,1,0
Ascent,1,1,2,1,1
Bind,2,1,1,1,1
Sunset,1,1,2,1,1
Bind,2,1,1,1,0
Lotus,2,1,1,1,0
Sunset,1,1,2,1,0
Bind,2,1,2,0,1
Lotus,1,2,1,1,1
Sunset,1,2,1,1,1
Bind,2,2,1,0,1
Sunset,2,1,1,1,1
Bind,2,1,2,0,0
Sunset,1,2,1,1,0
Corrode,2,1,1,1,0
Haven,1,1,2,1,1
Sunset,1,1,2,1,1
Corrode,2,1,1,1,1
Haven,2,1,1,1,0
Sunset,1,1,2,1,0
Ascent,1,1,2,1,1
Lotus,2,1,1,1,0
Sunset,1,1,2,1,0
Ascent,1,1,1,2,0
Lotus,1,2,1,1,1
Sunset,2,1,1,1,1
Abyss,2,1,2,0,1
Haven,2,1,1,1,0
Lotus,2,1,1,1,0
Abyss,2,2,1,0,0
Haven,2,1,1,1,1
Lotus,1,0,1,3,1
Ascent,1,1,2,1,1
Bind,2,1,1,1,1
Ascent,1,1,2,1,0
Bind,2,1,2,0,0
Corrode,2,1,1,1,0
Haven,1,1,2,1,0
Corrode,2,1,2,0,1
Haven,2,1,1,1,1
Abyss,1,1,2,1,1
Ascent,1,1,1,2,1
Abyss,1,1,2,1,0
Ascent,1,1,2,1,0
Abyss,1,1,2,1,1
Bind,2,1,2,0,0
Haven,2,1,1,1,1
Abyss,1,1,2,1,0
Bind,2,2,1,0,1
Haven,2,1,1,1,0
Abyss,2,1,1,1,0
Lotus,2,1,1,1,0
Sunset,1,1,2,1,1
Abyss,1,1,2,1,1
Lotus,2,2,1,0,1
Sunset,1,1,2,1,0
Abyss,1,1,2,1,1
Corrode,2,1,2,0,1
Abyss,1,1,2,1,0
Corrode,2,2,1,0,0
Abyss,1,2,1,1,1
Bind,2,2,1,0,1
Abyss,1,1,2,1,0
Bind,2,1,2,0,0
Abyss,1,2,1,1,0
Corrode,2,2,1,0,0
Abyss,2,1,1,1,1
Corrode,2,1,2,0,1
Corrode,2,2,1,0,0
Haven,1,2,1,1,1
Lotus,1,2,1,1,0
Corrode,2,1,2,0,1
Haven,2,1,1,1,0
Lotus,2,1,1,1,1
Abyss,2,2,1,0,0
Bind,2,1,2,0,0
Sunset,1,1,2,1,1
Abyss,1,1,2,1,1
Bind,2,2,1,0,1
Sunset,1,2,1,1,0
Abyss,1,2,1,1,1
Corrode,1,2,1,1,1
Abyss,1,1,2,1,0
Corrode,1,2,1,1,0
Corrode,1,1,1,2,0
Lotus,2,1,2,0,0
Corrode,2,1,1,1,1
Lotus,1,1,1,2,1
Lotus,1,2,1,1,0
Sunset,1,2,1,1,0
Lotus,1,2,1,1,1
Sunset,1,2,1,1,1
Lotus,1,2,1,1,0
Sunset,1,2,1,1,0
Lotus,1,1,1,2,1
Sunset,1,2,1,1,1
Abyss,1,2,1,1,0
Lotus,1,2,1,1,0
Abyss,1,1,2,1,1
Lotus,2,1,2,0,1
Corrode,2,1,2,0,1
Lotus,2,1,2,0,1
Corrode,1,2,1,1,0
Lotus,1,2,1,1,0
Ascent,1,2,1,1,1
Haven,1,2,1,1,0
Lotus,1,2,1,1,0
Ascent,1,1,1,2,0
Haven,2,1,1,1,1
Lotus,2,1,1,1,1
Ascent,1,1,1,2,0
Corrode,2,1,2,0,1
Lotus,2,1,2,0,0
Ascent,1,1,1,2,1
Corrode,1,2,1,1,0
Lotus,1,2,1,1,1
Corrode,2,1,2,0,1
Sunset,2,1,1,1,1
Corrode,2,1,1,1,0
Sunset,2,1,1,1,0
Haven,1,1,2,1,0
Lotus,2,1,1,1,0
Haven,2,1,1,1,1
Lotus,2,1,1,1,1
Bind,2,1,2,0,0
Haven,2,1,1,1,1
Lotus,2,1,1,1,1
Bind,2,2,1,0,1
Haven,1,2,1,1,0
Lotus,1,2,1,1,0
Abyss,1,1,2,1,0
Corrode,2,1,2,0,0
Haven,2,1,1,1,1
Abyss,2,1,1,1,1
Corrode,2,1,2,0,1
Haven,2,1,1,1,0
Abyss,1,1,2,1,0
Ascent,1,1,1,2,0
Abyss,2,1,1,1,1
Ascent,1,1,2,1,1
Abyss,1,1,2,1,1
Ascent,1,1,1,2,1
Corrode,2,1,1,1,0
Lotus,2,1,1,1,0
Sunset,1,2,1,1,0
Abyss,2,1,1,1,0
Ascent,1,1,2,1,0
Corrode,2,1,2,0,1
Lotus,2,1,1,1,1
Sunset,1,1,2,1,1
Abyss,1,2,1,1,1
Bind,2,2,1,0,1
Lotus,1,2,1,1,0
Abyss,1,1,2,1,0
Bind,1,1,2,1,0
Lotus,2,1,2,0,1
Ascent,1,1,2,1,0
Bind,2,1,1,1,0
Lotus,2,1,1,1,1
Ascent,1,2,1,1,1
Bind,2,2,1,0,1
Lotus,1,1,1,2,0
Ascent,1,2,1,1,1
Bind,2,2,1,0,1
Sunset,1,2,1,1,0
Ascent,1,1,2,1,0
Bind,2,2,1,0,0
Sunset,2,1,1,1,1
Ascent,1,1,1,2,1
Bind,2,2,1,0,0
Lotus,1,2,1,1,1
Ascent,1,2,1,1,0
Bind,2,2,1,0,1
Lotus,1,1,1,2,0
Ascent,1,2,1,1,1
Lotus,1,2,1,1,1
Ascent,1,1,1,2,0
Lotus,1,2,1,1,0
Bind,2,2,1,0,0
Corrode,1,2,1,1,0
Haven,1,2,1,1,0
Sunset,1,2,1,1,1
Bind,2,1,2,0,1
Corrode,2,1,1,1,1
Haven,2,1,1,1,1
Sunset,1,1,2,1,0
